part_id,description,ldraw_color,color_name,quantity
3001,"Brick 2 × 4",19,"Tan",92
3020,"Plate 2 × 4",19,"Tan",56
3710,"Plate 1 × 4",19,"Tan",12
3003,"Brick 2 × 2",19,"Tan",5
3623,"Plate 1 × 3",19,"Tan",3
3021,"Plate 2 × 3",19,"Tan",1
3024,"Plate 1 × 1",19,"Tan",1
